listElement,isInstruction
"Jane Sarchet says14 July 2022 at 4:04 pmHahaha, thats brilliant Emma! Theres an expression in dealing with pigs that you can eat everything but the oink! Its such a shame that we live in a world where using the odd bits is no longer the norm. Glad you loved the pies, theyre very therapeutic to make arent they?! Janie xReply",0
"Derek says23 April 2022 at 3:21 amCan you use a pressure cooker rather than a slow cooker to speed the process up ?Reply Jane Sarchet says14 July 2022 at 4:54 pmHi Derek, thats a great question and I guess the answer would be yes. However Ive no experience in using a pressure cooker  could you let us know timings etc if you try it and it works for you? Many thanks Janie xReply",0
"Jane Sarchet says14 July 2022 at 4:54 pmHi Derek, thats a great question and I guess the answer would be yes. However Ive no experience in using a pressure cooker  could you let us know timings etc if you try it and it works for you? Many thanks Janie xReply",0
"John Snowden says20 November 2022 at 2:53 am I live in Thailand now and miss my Melton Mowbray Pork Pies. Ive made this recipe many times now and very pleased with the result. I make my own lard by rendering pig fat. The pork quality here in Thailand is exceptional. Always eaten with HP sauce which I can still get over here. Many thanks for the recipe.Reply Jane Sarchet says9 June 2023 at 8:34 amJohn, youve made my day! SO glad you can get that classic taste of home :) Jane xReply",0
"Jane Sarchet says9 June 2023 at 8:34 amJohn, youve made my day! SO glad you can get that classic taste of home :) Jane xReply",0
"Sarah says15 December 2022 at 8:09 am I thought Id give these a go, since I live in Malaysia and you cant get them. Sooo Im not quite as talented as I hoped and I had to revert to using tins after a few hopeless attempts, but I just popped them out after 20mins and egg washed the sides before putting them back in. I left half without lids to add glazed cranberries (its Christmas after all) and I have to say, theyre amazing! I didnt love the smell of the lard and water but thankfully it was swiftly overtaken by the cooking pies. Nice recipe thanksReply Jane Sarchet says9 June 2023 at 8:29 amSo pleased you enjoyed them Sarah! And I love to think of a classic pork pie being baked in Malaysia! Jane xReply",0
Jane Sarchet says9 June 2023 at 8:29 amSo pleased you enjoyed them Sarah! And I love to think of a classic pork pie being baked in Malaysia! Jane xReply,0
"Lynne says22 May 2023 at 3:59 am Almost the same as my grandmothers recipe! The main difference being that she always added carrots, celery seed, and a bunch of sage and thyme to the onions and trotters in the stock. She also used bacon fat with lard to make the pastry. That is how I make my pork pies in sunny Florida! Its wonderful to see traditional recipes being shared. Thank you!Reply Jane Sarchet says8 June 2023 at 8:36 pmOh, those sound like great additions Lynne, thanks so much for sharing! Jane xReply",0
"Jane Sarchet says8 June 2023 at 8:36 pmOh, those sound like great additions Lynne, thanks so much for sharing! Jane xReply",0
"Peter Scales says21 February 2024 at 10:06 amAs regards using a pressure cooker instead of a slow cooker, I do it all the time. A couple of hours on the medium-low flame is plenty and you wont need to cut the trotters in half, theyll just fall apart naturally. You might want to give it half an hour with the lid off to reduce but just play it by ear, if its already lost some liquid. Im on my fourth batch this month and am just making jelly as Ive run out. I pour my jelly into ice cube bags and freeze it so that I have some to hand when I get the urge.Reply",0
"Mini Pork Pies ... Wow! - Make It Like a Man! says: 23 September 2019 at 3:34 pm[] nor was it written in exchange for anything. In doing research for it, I relied on Martha Stewart, Hedge Combers, and Paul Hollywood for []Reply",0
"Start by curing the belly: In a small bowl, combine the pepper, sugar, paprika, salt & curing salt. Place belly on a foil lined tray and pat dry with paper towels. Using half of the cure mix, sprinkle evenly over the surface of the belly, and rub in gently. Turn over and repeat on other side with remaining mix. Place the entire belly and curing mix into a large zip top bag and place in refrigerator for 7 days. Each day the belly should be flipped onto the other side, and the contents (which will transform to a liquid) should be massaged around.",1
"After 7 days, remove from the bag and rinse under water. Pat dry with paper towels, and place back in fridge uncovered (on a rack over a pan to catch any drips) for 24 hours.",1
"Smoke the now cured belly using the apple or cherry wood for three hours at 200f, or until internal temperature reaches 150f.",1
"Store bacon in an airtight plastic bag or container in refrigerator for up to a week, cutting and cooking as required (if you dont eat it all at once!).",1
"Kyle Tucker August 17, 2021 at 2:33 pm Addictingly delicious  and simple!! Reply",0
"Monty August 19, 2021 at 11:31 pm Very simple easy to follow recipe. It has beco.e out favorite Reply Joe September 5, 2021 at 3:53 am Yes Reply Andrew Elkins December 29, 2022 at 1:32 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply",0
"Joe September 5, 2021 at 3:53 am Yes Reply",0
"Andrew Elkins December 29, 2022 at 1:32 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply",0
"C.T. Loyd August 31, 2021 at 11:59 am Awesome recipe, easy to follow and its delicious. I use the fat cap I trim off of pork shoulder, when making sausages or pulled pork. Still plenty of fat left for both. Leave about 1/2-3/4 of meat on it and it works great. Reply",0
"Darrell Farrell September 16, 2021 at 3:54 am in the process at the moment i have made my own smoker out of an old filing cabinet we will see how it goes Reply",0
"stanley johnson September 22, 2021 at 4:44 pm I have used this recipe numerous times. YUMMY! I have given a bunch away and everyone says its the best bacon ever. I just added 2tbsps of brown sugar. thanks for the great recipe. Reply Al April 16, 2022 at 1:17 am Is the finished product sweet? Reply",0
"Al April 16, 2022 at 1:17 am Is the finished product sweet? Reply",0
"JB October 5, 2021 at 7:42 pm Can the bacon be sliced and frozen after smoking? Reply Jess Pryles October 18, 2021 at 12:51 pm Absolutely! Just make sure you get a decent vacuum seal. Reply Monty March 26, 2022 at 9:49 am How and when would you add maple syrup ? Does it have to be a special type of maple syrup ? Reply Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply Larry February 27, 2022 at 6:13 am i threw it in the freezer for a couple hours and sliced it. worked well but i need a better knife! it cut well but id probably go serrated or a slicer. Reply",0
"Jess Pryles October 18, 2021 at 12:51 pm Absolutely! Just make sure you get a decent vacuum seal. Reply Monty March 26, 2022 at 9:49 am How and when would you add maple syrup ? Does it have to be a special type of maple syrup ? Reply Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Monty March 26, 2022 at 9:49 am How and when would you add maple syrup ? Does it have to be a special type of maple syrup ? Reply Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply",0
"Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Larry February 27, 2022 at 6:13 am i threw it in the freezer for a couple hours and sliced it. worked well but i need a better knife! it cut well but id probably go serrated or a slicer. Reply",0
"Dale Drake October 6, 2021 at 8:15 pm I just started the cure I will let you know!! Beginner smoker here I got a good deal on 3lbs of Pork Belly!! wish me luck!! Reply",0
"Connor Hamlet October 7, 2021 at 1:06 am This might just be the best bacon recipe I have ever tried. I have been following this recipe for over a year. A dry cure is hand down better than any bacon Ive ever bought in the grocery store. Reply Nels November 14, 2021 at 11:14 pm Second time doing 20+lbs great added 1/2 brown sugar Reply Mary February 5, 2022 at 4:35 pm Ive used several different recipes and this one is by far the best. Reply",0
"Nels November 14, 2021 at 11:14 pm Second time doing 20+lbs great added 1/2 brown sugar Reply Mary February 5, 2022 at 4:35 pm Ive used several different recipes and this one is by far the best. Reply",0
"Mary February 5, 2022 at 4:35 pm Ive used several different recipes and this one is by far the best. Reply",0
"Dianne Hadorn October 10, 2021 at 1:04 pm This sounds delicious and simple, but I have a question. We have just had our first pastured hog processed at the butcher and I did have the belly sliced. (First time with a cut sheet)Of course, when we pick it up, the bacon is frozen into 1lb sliced packets. I tried frying it using only salt, pepper, etc, but NOT tasty at all. My question  how do I cure, smoke, use this recipe since it is already sliced and in 1lb packages? Thanks so much Reply Jess Pryles October 18, 2021 at 12:50 pm Unfortunately its not possible to cure and smoke once already sliced. Next hog! Reply Andrew Elkins December 29, 2022 at 1:33 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply Edd December 24, 2021 at 11:56 pm Sounds a lot like the uncured smoked jowl I get at an international grocery. I fry it with a good bit of black pepper ground over it. I avoid salty foods like bacon and I enjoy it. But its not bacon. Reply Kimball December 5, 2022 at 12:40 am I did the same thing and have a bunch of packages of Fresh Pork Side. We just found a recipe that really makes it tasty, 2 TBS brown Sugar, 1 Tsp salt, 1/8-1/4 tsp pepper. Mix it up and use a shaker to dust the strips in a foil lined baking sheet. Cook 20 minutes @ 350 F, then flip, dust again with shaker mixture and finish cooking another 10-20 mins depending on thickness of slices until desired crispness is achieved. Reply",0
"Jess Pryles October 18, 2021 at 12:50 pm Unfortunately its not possible to cure and smoke once already sliced. Next hog! Reply Andrew Elkins December 29, 2022 at 1:33 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply",0
"Andrew Elkins December 29, 2022 at 1:33 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply",0
"Edd December 24, 2021 at 11:56 pm Sounds a lot like the uncured smoked jowl I get at an international grocery. I fry it with a good bit of black pepper ground over it. I avoid salty foods like bacon and I enjoy it. But its not bacon. Reply",0
"Kimball December 5, 2022 at 12:40 am I did the same thing and have a bunch of packages of Fresh Pork Side. We just found a recipe that really makes it tasty, 2 TBS brown Sugar, 1 Tsp salt, 1/8-1/4 tsp pepper. Mix it up and use a shaker to dust the strips in a foil lined baking sheet. Cook 20 minutes @ 350 F, then flip, dust again with shaker mixture and finish cooking another 10-20 mins depending on thickness of slices until desired crispness is achieved. Reply",0
"Jason Hardware October 10, 2021 at 6:55 pm I smoked this at 185 using supersmoke on my ironwood 885. Used maple wood which gave it just a hint of sweetness. Absolutely delicious! Reply",0
"Dale D October 14, 2021 at 1:13 pm This recipe is amazing!!! I finished the cure and smoking process yesterday I used Apple wood, and my Mastercraft smoker. I have to be honest I was a little leery using sugar as I am not a big fan of sweet Bacon. but this is not to sweet at all. it just has light hints of sweetness. And I can not believe how amazing the Bacon is. So much better than any Bacon Ive ever had. cooked some of course the first day. and this morning bacon and Eggs!! Thank you for sharing this recipe. if you have any doubts I suggest you put them aside and try this recipe!!! I would give it 10 stars. P.S I did have to order the Prague Powered #1 off of amazon! could not find it locally. Bon Appetit. I will be making this again soon!! Reply",0
"jim October 31, 2021 at 12:06 am can you use brown sugar instead of regular sugar? Reply",0
"Ron Woods November 2, 2021 at 4:10 pm Delicious recipe Jess. Perfectly cured and not too salty. I opted to allow the cured bacon for a few days longer which helped for a deep smoke. Used cherry because I had it but apple and hickory are my favorites. Reply",0
"Dan November 6, 2021 at 2:58 pm We were looking for a recipe to make back bacon, something we have had in England, Cornwall, and Scotland, that we cannot find here. I chose this recipe and was very impressed. We use a pork loin rather than belly, and is very close to what we had in the UK. After curing and smoking, we sliced the back bacon, and vacuum sealed packages of 4 slices each and froze them. We now back bacon whenever we want, for a price comparable to what we would pay for regular store bought bacon. Reply",0
"Jude November 6, 2021 at 2:58 pm This was my first attempt at making bacon. I was was just tired of our butchers as it was way to salty. This recipe was easy to follow, and has an incredible flavor, sweet/salty ( but not to much) and Smokey. Its a keeper for our family. Reply",0
"stanley johnson December 14, 2021 at 7:11 pm I cant make enough of this bacon! Time for a bigger smoker. I love this recipe, thanks again Jess. Reply",0
"stanley johnson December 14, 2021 at 7:12 pm awesome Reply",0
"Ryan December 20, 2021 at 11:22 pm Could one use a food safe tub to cure the bacon in, instead of a ziploc bag? Reply Jess Pryles December 31, 2021 at 4:17 pm absolutely! Reply",0
"Jess Pryles December 31, 2021 at 4:17 pm absolutely! Reply",0
"Bryan January 8, 2022 at 5:43 pm Did three pounds in October. Now getting ready to smoke ten pounds that I have finished curing. My Family loves this bacon. Reply",0
"Paul January 12, 2022 at 3:15 pm Jan 12 /22 Great recipe and simple. Second time today.Doing 10lbs.now. Using Treager gourmet pellets . Stepped it up a bit with some garlic powder, cumin, and smoked paprika+ Real home grown Maple syrup. Anxious to try. Could be slow though -15 C -5F but I have a winter blanket for my smoker Reply",0
"Robert Keane January 12, 2022 at 10:26 pm Delicious Wouldnt change a thing. Was told by many people it was the best bacon theyve had. Reply",0
"Nathan January 17, 2022 at 9:19 am Hey Jess,First time doing this. Bellys just gone back in the fridge this morning uncovered for 24hrs. My question is how come we hot smoke and not cold smoke?Are we not in effect cooking twice before we eat if by hot smoking. Im a novice so all the info is appreciated Reply Jess Pryles January 27, 2022 at 6:49 pm Yes, its a form of cooking twice but it helps manage bacteria. Reply",0
"Jess Pryles January 27, 2022 at 6:49 pm Yes, its a form of cooking twice but it helps manage bacteria. Reply",0
"Terry Moore January 23, 2022 at 12:43 am Very easy recipe. About to pull it should it be sliced right after coming out or rest it again? Reply Doug Rice March 22, 2022 at 7:20 am I know its a little bit late lol but Id let it rest for at least 4 hours in the fridge and then slice it up. I have a meat slicer and a vac u sealer so I process my own bacon now. Seeing that the prices of store bought stuff is $10.00 lb from semi decent bacon. But now that Ive learned how to do it Ill never buy it in a store again. lol my last two times buying pork belly I got it at $5.89 lb so I basically double my money by making it myself, and friends now want to buy bacon off me and say they would happily pay $10-15.00 bucks for a pound of fresh homemade bacon ! Reply",0
"Doug Rice March 22, 2022 at 7:20 am I know its a little bit late lol but Id let it rest for at least 4 hours in the fridge and then slice it up. I have a meat slicer and a vac u sealer so I process my own bacon now. Seeing that the prices of store bought stuff is $10.00 lb from semi decent bacon. But now that Ive learned how to do it Ill never buy it in a store again. lol my last two times buying pork belly I got it at $5.89 lb so I basically double my money by making it myself, and friends now want to buy bacon off me and say they would happily pay $10-15.00 bucks for a pound of fresh homemade bacon ! Reply",0
"Jim longacre February 1, 2022 at 8:46 pm Very easy to make this is my second batch ready to make my 3rd best bacon ever try it youll love it. Reply",0
"Dono February 12, 2022 at 3:42 pm The best and easiest recipe! Thanks you Jess. I have been using this and recommending to my friend for ages. I have made many versions, sweeter, savory and chili. I alway come back to this. Reply",0
"stanley johnson February 28, 2022 at 3:31 pm Terry, i have found that it slices better if you chill it before slicing. Reply",0
"Steve Smith March 3, 2022 at 7:55 pm Hi Jess ,have a smoker on its way , cant wait to try making bacon . Im wondering if you could use other cuts of pork for this . Maybe pork loin or shoulder ,cut to appropriate size and make something like Canadian bacon . Not sure how hard pork belly will be to find where Im at. Reply",0
"Ralph Fischer March 6, 2022 at 2:15 am Absolutely delicious! Followed the recipe as written, except I did 24 pounds and used pecan pellets. Perfect balance of sweet and salty notes. Reply",0
"BigDaddyDK March 12, 2022 at 2:10 am Very nice. I made this and smoked it with a combination of apple and cherry wood. I started with a 6 lb. slab and followed the recipe pretty precisely. Main difference is I used plain coarse ground (iodine free) salt instead of kosher. Just bought another slab of pork belly that weighs in at about 10 lbs. Im going to split it and add a touch of maple syrup to half as a trial. But the family loves it. Reply",0
"Tom White March 20, 2022 at 8:35 pm Could you use some other cut besides belly to follow this same process? Reply",0
"Doug Rice March 22, 2022 at 7:11 am Well I just made this recipe with a few tweaks, i used a Apple spice & brown sugar and smoked it on my Oklahoma Joe offset stick burner and Ill tell ya what this has become my new bacon recipe from here on out! The flavor with Apple &cherry wood smoke makes you want to just sit there and cook bacon  and eat it as it comes out of the cast iron skillet! Ms. Jess a Huge thank you for sharing your recipe! This was part of a test I was doing on bacon  and brine and vs wet brining this by far is my now go to! I went 5 days on the brine, set in fridge for 24 hrs then to the smoker, vs the wet brine which took min of 8-14 days brining, 24 hr set up in fridge then to the smoker so it dry brine and this recipe with the Apple spice brown sugar add !  Reply",0
"Andrew March 29, 2022 at 10:32 pm Tried 3 lbs a few weeks ago and everyone I have shared it with says its the best bacon theyve ever had. Currently have 12 lbs curing cut into 3 lb slabs, on one slab I substituted brown sugar instead of white. Already thinking ahead to my next pork belly down the line and thinking about using maple sugar from a local sugar bush on one of the slabs. New into smoking but this bacon recipe made me look like a pro!! Reply STEVE SHIRLEY May 7, 2022 at 7:45 pm How as it with brown sugar? Did you not use any white sugar? I was thinking of trying it that way. Reply",0
"STEVE SHIRLEY May 7, 2022 at 7:45 pm How as it with brown sugar? Did you not use any white sugar? I was thinking of trying it that way. Reply",0
"V. September McCrady April 4, 2022 at 1:12 am Ive done this three times with some of my own variations and no fail its fantastic Reply",0
"Pete April 10, 2022 at 1:39 am Great. I did the sugar 50/50 white & brown. After I took it out of the smoker I brushed on maple syrup & sprinkled with a little maple sugar. Mmmm good. Reply",0
"Tx Tom April 12, 2022 at 3:30 am So I bought a pork belly at Costco, cut it in half and used half to make a smoked pork belly on my Vision kamado smoker. I always wanted to try making my own bacon and found Jess Payless site. Followed the recipe exactly though I had to double it given the size of the belly I had. Used my electric smoker to maintain the exact temp needed and added a smoker tube for extra smoke filled with a 50/50 mix of hardwood pellets and cherry wood chips. Refilled the tube after about 5 hours with only cherry chips. I mug cherry chips in the normal smoking port a few times, but I dont think it was really necessary.Took about 10 hours to get to the 150 degrees needed. (Okay, I admit I had 155 deg in my head so it actually got to 153 before I realized my mistake). Had about 8 hours of continuous extra smoke. I stuck it in the refrigerator last night and sliced some for dinner after work today. THE BEST bacon I ever tasted! Not really that difficult to make and well worth waiting for. Thank you so much for the recipe. Bookmarked your page cause Im making this again! Reply",0
"Marcel Van Der Mark April 23, 2022 at 2:39 pm Made this yesterday.Amazing flavour, and lots of fun curing and smoking it. I find the bacon a bit to sweet though. Perhaps forget the white sugar, and substitute a much smaller amount of brown sugar? Will that affect the brine for curing? Keep up the great work, Jess! Reply",0
"Allen July 21, 2022 at 12:01 am Tried it last weekendamazing. Just bought more pork belly to cure for weekend after next. Reply",0
"Mark August 8, 2022 at 5:48 pm Id tried to make bacon from another recipe, and it was so salty we couldnt eat it as bacon proper. Ive done this recipe twice and It is AWESOME! Will do a couple of full pork bellies next time. Reply",0
"Scott Strickler August 27, 2022 at 8:20 pm Fantastic recipe. I just finished curing, slicing, and vacuum packaging 22 pounds of applewood smoked bacon. Followed your recipe with the exception of replacing the white sugar with a 50-50 mix of white and brown sugars. Thanks for sharing. Reply",0
"Sabby November 15, 2022 at 5:04 pm Excellent recipe for beginners and experienced folks alike. The first time I ever made bacon I used this recipe and now I play with ingredients a little but the recipe is so good its hard to change much. My friends all basically beg for bacon once its ready and its fun to treat others! Reply",0
"Jeremy December 13, 2022 at 6:27 pm First time I tried this I thought it was a little too salty. I cut the kosher salt down to 2 Tbsp and used maple sugar instead of white sugar. Came out amazing. Also cooled to room temperature after smoking then tightly wrapped in plastic wrap and refrigerated overnight to set texture and flavor before slicing. Reply",0
"stanley johnson December 16, 2022 at 6:01 pm Jess, Sorry I havent posted in awhile cause I have made bacon quite often using this recipe. I just did a 15 lb pork belly. It was awesome as always.The reason i made so much is everybody loves it and the price was 3.98 a lb. Reply",0
"Haroldsj December 18, 2022 at 1:47 am I liked the comments on this recipe and decided to go with it a day ago; bought the pork belly from Costco and created the mixture with one mistakeI used pink Himalayan salt instead of curing salt. Will this be a problem? Can I add a wee bit of curing salt to the ziplock bag?Thanks Reply Jess Pryles February 27, 2023 at 1:56 pm Yes, this is a problem. Himalayan salt is not curing salt (even though they are both visually pink) and therefore the product will not cure to the same degree. I would not recommend adding it in after the fact. Reply",0
"Jess Pryles February 27, 2023 at 1:56 pm Yes, this is a problem. Himalayan salt is not curing salt (even though they are both visually pink) and therefore the product will not cure to the same degree. I would not recommend adding it in after the fact. Reply",0
"Jeremy January 25, 2023 at 6:57 pm Very good recipe. Consider using maple sugar instead of white or brown sugar, and maybe a little garlic powder. It adds a level to the flavor profile you cant get with store bought bacon. Reply",0
"Edward Folliard January 28, 2023 at 8:02 pm Easy to follow and it came out perfect. I used a meat slicer for perfect thick strips. Reply",0
"Joe February 11, 2023 at 1:51 am First time making bacon. This recipe was so easy to follow and the results were great! Reply",0
"Joe September 5, 2021 at 3:53 am Yes Reply",0
"Andrew Elkins December 29, 2022 at 1:32 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply",0
"Al April 16, 2022 at 1:17 am Is the finished product sweet? Reply",0
"Jess Pryles October 18, 2021 at 12:51 pm Absolutely! Just make sure you get a decent vacuum seal. Reply Monty March 26, 2022 at 9:49 am How and when would you add maple syrup ? Does it have to be a special type of maple syrup ? Reply Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Monty March 26, 2022 at 9:49 am How and when would you add maple syrup ? Does it have to be a special type of maple syrup ? Reply Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply",0
"Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Larry February 27, 2022 at 6:13 am i threw it in the freezer for a couple hours and sliced it. worked well but i need a better knife! it cut well but id probably go serrated or a slicer. Reply",0
"Monty March 26, 2022 at 9:49 am How and when would you add maple syrup ? Does it have to be a special type of maple syrup ? Reply Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply",0
"Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Dude McCool November 15, 2022 at 2:56 am any % replacement of white sugar for amber maple syrup is fine. to do a complete swap would be too messy and ineffective, 50/50 is probably the max youd want to go. Im a red blooded Canadian and I go about 30%, so the end result is a rub like wet sand good for making sand castles. Reply",0
"Jeremy Poss November 23, 2022 at 2:26 pm Add to the bag after the cure turns to liquid, usually the 2nd day. Use pure maple syrup for a better flavor. Reply",0
"Nels November 14, 2021 at 11:14 pm Second time doing 20+lbs great added 1/2 brown sugar Reply Mary February 5, 2022 at 4:35 pm Ive used several different recipes and this one is by far the best. Reply",0
"Mary February 5, 2022 at 4:35 pm Ive used several different recipes and this one is by far the best. Reply",0
"Mary February 5, 2022 at 4:35 pm Ive used several different recipes and this one is by far the best. Reply",0
"Jess Pryles October 18, 2021 at 12:50 pm Unfortunately its not possible to cure and smoke once already sliced. Next hog! Reply Andrew Elkins December 29, 2022 at 1:33 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply",0
"Andrew Elkins December 29, 2022 at 1:33 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply",0
"Edd December 24, 2021 at 11:56 pm Sounds a lot like the uncured smoked jowl I get at an international grocery. I fry it with a good bit of black pepper ground over it. I avoid salty foods like bacon and I enjoy it. But its not bacon. Reply",0
"Kimball December 5, 2022 at 12:40 am I did the same thing and have a bunch of packages of Fresh Pork Side. We just found a recipe that really makes it tasty, 2 TBS brown Sugar, 1 Tsp salt, 1/8-1/4 tsp pepper. Mix it up and use a shaker to dust the strips in a foil lined baking sheet. Cook 20 minutes @ 350 F, then flip, dust again with shaker mixture and finish cooking another 10-20 mins depending on thickness of slices until desired crispness is achieved. Reply",0
"Andrew Elkins December 29, 2022 at 1:33 am So I used This recipe a while back and used the 3lbs of belly. I found It was a touch salty but other than that a great recipe, I just used It again and made 10lbs of belly. I cut the salt back to 6tbsp for that 10lbs and it came out perfectly salty. Love you recipes keep up the good work! Reply",0
"Jess Pryles December 31, 2021 at 4:17 pm absolutely! Reply",0
"Jess Pryles January 27, 2022 at 6:49 pm Yes, its a form of cooking twice but it helps manage bacteria. Reply",0
"Doug Rice March 22, 2022 at 7:20 am I know its a little bit late lol but Id let it rest for at least 4 hours in the fridge and then slice it up. I have a meat slicer and a vac u sealer so I process my own bacon now. Seeing that the prices of store bought stuff is $10.00 lb from semi decent bacon. But now that Ive learned how to do it Ill never buy it in a store again. lol my last two times buying pork belly I got it at $5.89 lb so I basically double my money by making it myself, and friends now want to buy bacon off me and say they would happily pay $10-15.00 bucks for a pound of fresh homemade bacon ! Reply",0
"STEVE SHIRLEY May 7, 2022 at 7:45 pm How as it with brown sugar? Did you not use any white sugar? I was thinking of trying it that way. Reply",0
"Jess Pryles February 27, 2023 at 1:56 pm Yes, this is a problem. Himalayan salt is not curing salt (even though they are both visually pink) and therefore the product will not cure to the same degree. I would not recommend adding it in after the fact. Reply",0
Espresso-Dipped Ladyfingers,0
Mascarpone Cream,0
"Whisk espresso and Grand Marnier. Grand Marnier makes this a boozier tiramisu because there is alcohol in both the coffee mixture and the mascarpone cream. Grand Marniers flavor is great in this dessert, but you can skip it if desired. If you dont have espresso, purchase espresso powder and follow the measurements in the recipe Notes.",1
"Dip half of the ladyfingers in the espresso mixture. Ladyfingers soak up a lot of liquid within 1 second, so make it a very quick dunk. You dont want them overly saturated and soggy, because as the tiramisu chills, theyll soften up underneath all the cream.",1
"Line dipped ladyfingers in bottom of pan. If needed, cut some ladyfingers to fill in any empty spaces.",1
